a	b	n_two_tile	beta_bij	s_perm	overshoot_id	gauss_lgA_err	gauss_lgB_err	gauss_dA_err	gauss_dB_err	telescope_lg_err	telescope_psi_err	beta_duality_pw	beta_duality_sum_err	sum_pcl	delta_target	identity_err	certified
14	47	13	true	true	true	1.776357e-15	7.105427e-15	1.563194e-13	5.115908e-13	3.552714e-15	7.105427e-15	true	6.938894e-18	-3.519308056344724e-3	-3.519308056344402e-3	3.222249e-16	true
15	47	14	true	true	true	0.000000e0	7.105427e-15	1.634248e-13	5.115908e-13	0.000000e0	0.000000e0	true	6.938894e-18	-4.013144509956120e-3	-4.013144509955996e-3	1.240327e-16	true
16	47	15	true	true	true	0.000000e0	7.105427e-15	1.705303e-13	5.115908e-13	1.776357e-15	1.421085e-14	true	6.938894e-18	-1.388466198477824e-3	-1.388466198477675e-3	1.491862e-16	true
17	47	16	true	true	true	3.552714e-15	7.105427e-15	1.989520e-13	5.115908e-13	0.000000e0	7.105427e-15	true	0.000000e0	-3.174097189987406e-3	-3.174097189987271e-3	1.344411e-16	true
18	47	17	true	true	true	3.552714e-15	7.105427e-15	2.131628e-13	5.115908e-13	1.776357e-15	2.131628e-14	true	6.938894e-18	-3.950462505531059e-3	-3.950462505531016e-3	4.250073e-17	true
19	47	18	true	true	true	3.552714e-15	7.105427e-15	1.989520e-13	5.115908e-13	3.552714e-15	1.421085e-14	true	1.387779e-17	-3.828336374325081e-3	-3.828336374324913e-3	1.678345e-16	true
20	47	19	true	true	true	1.776357e-15	7.105427e-15	2.415845e-13	5.115908e-13	1.776357e-15	0.000000e0	true	0.000000e0	-4.811061255558975e-3	-4.811061255558954e-3	2.081668e-17	true
21	47	20	true	true	true	7.105427e-15	7.105427e-15	2.415845e-13	5.115908e-13	3.552714e-15	5.684342e-14	true	0.000000e0	-4.949612716802916e-3	-4.949612716802857e-3	5.898060e-17	true
22	47	21	true	true	true	3.552714e-15	7.105427e-15	2.131628e-13	5.115908e-13	0.000000e0	2.842171e-14	true	1.040834e-17	-5.385054522809281e-3	-5.385054522809138e-3	1.431147e-16	true
23	47	22	true	true	true	0.000000e0	7.105427e-15	2.984279e-13	5.115908e-13	3.552714e-15	4.263256e-14	true	1.040834e-17	-5.744803305837016e-3	-5.744803305836956e-3	5.984796e-17	true
24	47	23	true	true	true	0.000000e0	7.105427e-15	2.700062e-13	5.115908e-13	1.065814e-14	1.421085e-14	true	2.081668e-17	-1.569899649852437e-3	-1.569899649852382e-3	5.551115e-17	true
25	47	24	true	true	true	3.552714e-15	7.105427e-15	2.415845e-13	5.115908e-13	3.552714e-15	1.421085e-14	true	0.000000e0	-3.225110547309086e-3	-3.225110547309065e-3	2.081668e-17	true
26	47	25	true	true	true	3.552714e-15	7.105427e-15	3.126388e-13	5.115908e-13	3.552714e-15	2.842171e-14	true	6.938894e-18	-4.292216960910923e-3	-4.292216960910883e-3	4.076600e-17	true
27	47	26	true	true	true	0.000000e0	7.105427e-15	2.842171e-13	5.115908e-13	3.552714e-15	4.263256e-14	true	6.938894e-18	-4.803880233082919e-3	-4.803880233082823e-3	9.627715e-17	true
28	47	27	true	true	true	7.105427e-15	7.105427e-15	3.268497e-13	5.115908e-13	7.105427e-15	4.263256e-14	true	0.000000e0	-5.683544693298385e-3	-5.683544693298334e-3	5.117434e-17	true
29	47	28	true	true	true	7.105427e-15	7.105427e-15	3.552714e-13	5.115908e-13	0.000000e0	1.421085e-14	true	1.387779e-17	-5.822708933407362e-3	-5.822708933407292e-3	7.025630e-17	true
30	47	29	true	true	true	7.105427e-15	7.105427e-15	3.268497e-13	5.115908e-13	3.552714e-15	5.684342e-14	true	6.938894e-18	-6.303799166825990e-3	-6.303799166826060e-3	7.025630e-17	true
31	47	30	true	true	true	1.065814e-14	7.105427e-15	3.552714e-13	5.115908e-13	7.105427e-15	5.684342e-14	true	6.938894e-18	-6.924676707127236e-3	-6.924676707127221e-3	1.474515e-17	true
32	47	31	true	true	true	7.105427e-15	7.105427e-15	3.694822e-13	5.115908e-13	0.000000e0	4.263256e-14	true	6.938894e-18	-5.950309076243037e-3	-5.950309076243046e-3	8.673617e-18	true
33	47	32	true	true	true	0.000000e0	7.105427e-15	3.126388e-13	5.115908e-13	7.105427e-15	5.684342e-14	true	0.000000e0	-6.571473496877383e-3	-6.571473496877379e-3	3.469447e-18	true
34	47	33	true	true	true	0.000000e0	7.105427e-15	3.979039e-13	5.115908e-13	0.000000e0	4.263256e-14	true	0.000000e0	-6.992039219754287e-3	-6.992039219754266e-3	2.081668e-17	true
35	47	34	true	true	true	7.105427e-15	7.105427e-15	3.979039e-13	5.115908e-13	0.000000e0	4.263256e-14	true	4.163336e-17	-7.509469054936910e-3	-7.509469054936864e-3	4.597017e-17	true
36	47	35	true	true	true	0.000000e0	7.105427e-15	4.263256e-13	5.115908e-13	1.421085e-14	2.842171e-14	true	1.387779e-17	-7.239921421103981e-3	-7.239921421104078e-3	9.714451e-17	true
37	47	36	true	true	true	3.552714e-15	7.105427e-15	4.547474e-13	5.115908e-13	3.552714e-15	2.842171e-14	true	0.000000e0	-7.623831758151467e-3	-7.623831758151628e-3	1.613293e-16	true
38	47	37	true	true	true	7.105427e-15	7.105427e-15	3.694822e-13	5.115908e-13	7.105427e-15	0.000000e0	true	4.163336e-17	-7.642512434137589e-3	-7.642512434137554e-3	3.556183e-17	true
39	47	38	true	true	true	1.421085e-14	7.105427e-15	4.547474e-13	5.115908e-13	0.000000e0	0.000000e0	true	2.081668e-17	-8.054899545381715e-3	-8.054899545381725e-3	1.040834e-17	true
40	47	39	true	true	true	7.105427e-15	7.105427e-15	5.400125e-13	5.115908e-13	7.105427e-15	0.000000e0	true	2.775558e-17	-8.131799641144178e-3	-8.131799641144209e-3	3.122502e-17	true
41	47	40	true	true	true	1.421085e-14	7.105427e-15	5.400125e-13	5.115908e-13	1.421085e-14	2.842171e-14	true	2.775558e-17	-8.310595569575177e-3	-8.310595569575216e-3	3.816392e-17	true
42	47	41	true	true	true	7.105427e-15	7.105427e-15	4.547474e-13	5.115908e-13	1.421085e-14	0.000000e0	true	1.387779e-17	-8.392608094408019e-3	-8.392608094408125e-3	1.058181e-16	true
43	47	42	true	true	true	7.105427e-15	7.105427e-15	4.831691e-13	5.115908e-13	2.131628e-14	0.000000e0	true	2.081668e-17	-8.554036105079984e-3	-8.554036105080050e-3	6.591949e-17	true
44	47	43	true	true	true	7.105427e-15	7.105427e-15	5.400125e-13	5.115908e-13	1.421085e-14	0.000000e0	true	6.938894e-18	-8.670799062188860e-3	-8.670799062188931e-3	7.112366e-17	true
45	47	44	true	true	true	2.131628e-14	7.105427e-15	5.968559e-13	5.115908e-13	7.105427e-15	2.842171e-14	true	1.040834e-17	-8.783869315054291e-3	-8.783869315054366e-3	7.459311e-17	true
46	47	45	true	true	true	2.131628e-14	7.105427e-15	3.979039e-13	5.115908e-13	7.105427e-15	0.000000e0	true	6.938894e-18	-8.892601681799499e-3	-8.892601681799509e-3	1.040834e-17	true
5	48	4	true	true	true	4.440892e-16	3.552714e-14	4.618528e-14	5.968559e-13	2.664535e-15	3.552714e-15	true	2.081668e-17	-1.128640420792953e-3	-1.128640420792172e-3	7.810592e-16	true
7	48	6	true	true	true	8.881784e-16	3.552714e-14	7.105427e-14	5.968559e-13	4.440892e-15	1.065814e-14	true	6.938894e-18	-9.731677220327843e-4	-9.731677220320770e-4	7.073335e-16	true
11	48	10	true	true	true	3.552714e-15	3.552714e-14	1.136868e-13	5.968559e-13	7.105427e-15	2.131628e-14	true	2.428613e-17	-2.705767787199472e-3	-2.705767787199128e-3	3.434752e-16	true
13	48	12	true	true	true	1.776357e-15	3.552714e-14	1.421085e-13	5.968559e-13	5.329071e-15	1.421085e-14	true	6.938894e-18	-2.658286204555979e-3	-2.658286204555823e-3	1.561251e-16	true
17	48	16	true	true	true	3.552714e-15	3.552714e-14	1.989520e-13	5.968559e-13	1.065814e-14	4.263256e-14	true	2.775558e-17	-2.616191513604403e-3	-2.616191513604208e-3	1.951564e-16	true
19	48	18	true	true	true	3.552714e-15	3.552714e-14	1.989520e-13	5.968559e-13	7.105427e-15	3.552714e-14	true	1.387779e-17	-4.399022769844743e-3	-4.399022769844541e-3	2.020953e-16	true
23	48	22	true	true	true	0.000000e0	3.552714e-14	2.984279e-13	5.968559e-13	1.776357e-14	5.684342e-14	true	0.000000e0	-5.465213954142140e-3	-5.465213954142054e-3	8.673617e-17	true
25	48	24	true	true	true	3.552714e-15	3.552714e-14	2.415845e-13	5.968559e-13	2.131628e-14	2.842171e-14	true	2.081668e-17	-2.424709071468671e-3	-2.424709071468642e-3	2.862294e-17	true
29	48	28	true	true	true	7.105427e-15	3.552714e-14	3.552714e-13	5.968559e-13	1.776357e-14	2.842171e-14	true	0.000000e0	-5.200778456176543e-3	-5.200778456176504e-3	3.903128e-17	true
31	48	30	true	true	true	1.065814e-14	3.552714e-14	3.552714e-13	5.968559e-13	2.486900e-14	7.105427e-14	true	0.000000e0	-6.393900050947700e-3	-6.393900050947662e-3	3.816392e-17	true
35	48	34	true	true	true	7.105427e-15	3.552714e-14	3.979039e-13	5.968559e-13	1.421085e-14	5.684342e-14	true	2.081668e-17	-6.939764728029563e-3	-6.939764728029527e-3	3.642919e-17	true
37	48	36	true	true	true	3.552714e-15	3.552714e-14	4.547474e-13	5.968559e-13	2.131628e-14	8.526513e-14	true	4.163336e-17	-7.185817926180805e-3	-7.185817926180887e-3	8.239937e-17	true
41	48	40	true	true	true	1.421085e-14	3.552714e-14	5.400125e-13	5.968559e-13	1.421085e-14	0.000000e0	true	2.081668e-17	-8.033423128838682e-3	-8.033423128838722e-3	3.989864e-17	true
43	48	42	true	true	true	7.105427e-15	3.552714e-14	4.831691e-13	5.968559e-13	7.105427e-15	1.136868e-13	true	6.938894e-18	-8.243732189593020e-3	-8.243732189593050e-3	2.949030e-17	true
47	48	46	true	true	true	7.105427e-15	3.552714e-14	5.115908e-13	5.968559e-13	0.000000e0	8.526513e-14	true	6.938894e-18	-8.709613759918534e-3	-8.709613759918503e-3	3.122502e-17	true
2	49	1	true	true	true	1.110223e-16	7.105427e-15	1.065814e-14	5.684342e-13	1.110223e-16	2.886580e-15	true	0.000000e0	-3.780716006786221e-4	-3.780716006774980e-4	1.124101e-15	true
3	49	2	true	true	true	4.440892e-16	7.105427e-15	2.398082e-14	5.684342e-13	0.000000e0	0.000000e0	true	4.683753e-17	-7.141791454070723e-4	-7.141791454061269e-4	9.454243e-16	true
4	49	3	true	true	true	4.440892e-16	7.105427e-15	3.463896e-14	5.684342e-13	0.000000e0	9.769963e-15	true	1.734723e-18	-1.031588774108286e-3	-1.031588774107677e-3	6.088879e-16	true
5	49	4	true	true	true	4.440892e-16	7.105427e-15	4.618528e-14	5.684342e-13	0.000000e0	0.000000e0	true	3.122502e-17	-7.912677735991791e-4	-7.912677735986834e-4	4.956972e-16	true
6	49	5	true	true	true	4.440892e-16	7.105427e-15	5.684342e-14	5.684342e-13	4.440892e-16	3.552714e-15	true	2.775558e-17	-1.626680098780816e-3	-1.626680098780257e-3	5.594483e-16	true
8	49	7	true	true	true	8.881784e-16	7.105427e-15	8.881784e-14	5.684342e-13	0.000000e0	7.105427e-15	true	0.000000e0	-2.178155985163350e-3	-2.178155985163056e-3	2.940356e-16	true
9	49	8	true	true	true	1.776357e-15	7.105427e-15	9.237056e-14	5.684342e-13	0.000000e0	7.105427e-15	true	3.469447e-18	-1.942946900475827e-3	-1.942946900475560e-3	2.673643e-16	true
10	49	9	true	true	true	8.881784e-16	7.105427e-15	1.030287e-13	5.684342e-13	0.000000e0	7.105427e-15	true	6.938894e-18	-1.083623264529519e-3	-1.083623264529283e-3	2.361392e-16	true
11	49	10	true	true	true	3.552714e-15	7.105427e-15	1.136868e-13	5.684342e-13	0.000000e0	1.421085e-14	true	1.387779e-17	-2.292526279081095e-3	-2.292526279080855e-3	2.402592e-16	true
12	49	11	true	true	true	0.000000e0	7.105427e-15	1.350031e-13	5.684342e-13	0.000000e0	1.421085e-14	true	2.081668e-17	-3.172680795642706e-3	-3.172680795642533e-3	1.721713e-16	true
13	49	12	true	true	true	1.776357e-15	7.105427e-15	1.421085e-13	5.684342e-13	3.552714e-15	7.105427e-15	true	6.938894e-18	-2.241652276117611e-3	-2.241652276117516e-3	9.497611e-17	true
15	49	14	true	true	true	0.000000e0	7.105427e-15	1.634248e-13	5.684342e-13	1.776357e-15	7.105427e-15	true	0.000000e0	-3.543624859952486e-3	-3.543624859952306e-3	1.804112e-16	true
16	49	15	true	true	true	0.000000e0	7.105427e-15	1.705303e-13	5.684342e-13	0.000000e0	7.105427e-15	true	6.938894e-18	-4.047103321628024e-3	-4.047103321627920e-3	1.032160e-16	true
17	49	16	true	true	true	3.552714e-15	7.105427e-15	1.989520e-13	5.684342e-13	0.000000e0	2.842171e-14	true	0.000000e0	-2.024719835746716e-3	-2.024719835746576e-3	1.400789e-16	true
18	49	17	true	true	true	3.552714e-15	7.105427e-15	2.131628e-13	5.684342e-13	0.000000e0	0.000000e0	true	0.000000e0	-3.254005176710439e-3	-3.254005176710356e-3	8.239937e-17	true
19	49	18	true	true	true	3.552714e-15	7.105427e-15	1.989520e-13	5.684342e-13	1.776357e-15	1.421085e-14	true	6.938894e-18	-3.950794276025624e-3	-3.950794276025525e-3	9.887924e-17	true
20	49	19	true	true	true	1.776357e-15	7.105427e-15	2.415845e-13	5.684342e-13	3.552714e-15	1.421085e-14	true	2.081668e-17	-3.932745236229966e-3	-3.932745236229939e-3	2.688821e-17	true
22	49	21	true	true	true	3.552714e-15	7.105427e-15	2.131628e-13	5.684342e-13	3.552714e-15	0.000000e0	true	6.938894e-18	-4.844423557563206e-3	-4.844423557563113e-3	9.280771e-17	true
23	49	22	true	true	true	0.000000e0	7.105427e-15	2.984279e-13	5.684342e-13	0.000000e0	1.421085e-14	true	1.387779e-17	-5.207407682944890e-3	-5.207407682944794e-3	9.540979e-17	true
24	49	23	true	true	true	0.000000e0	7.105427e-15	2.700062e-13	5.684342e-13	3.552714e-15	1.421085e-14	true	1.387779e-17	-5.517468327997807e-3	-5.517468327997770e-3	3.729655e-17	true
25	49	24	true	true	true	3.552714e-15	7.105427e-15	2.415845e-13	5.684342e-13	3.552714e-15	1.421085e-14	true	1.387779e-17	-1.462354757924309e-3	-1.462354757924331e-3	2.168404e-17	true
26	49	25	true	true	true	3.552714e-15	7.105427e-15	3.126388e-13	5.684342e-13	7.105427e-15	1.421085e-14	true	2.081668e-17	-3.001964180223532e-3	-3.001964180223581e-3	4.943962e-17	true
27	49	26	true	true	true	0.000000e0	7.105427e-15	2.842171e-13	5.684342e-13	0.000000e0	1.421085e-14	true	1.387779e-17	-3.992094753443901e-3	-3.992094753443843e-3	5.811324e-17	true
29	49	28	true	true	true	7.105427e-15	7.105427e-15	3.552714e-13	5.684342e-13	3.552714e-15	2.842171e-14	true	1.387779e-17	-5.284526181100735e-3	-5.284526181100755e-3	1.908196e-17	true
30	49	29	true	true	true	7.105427e-15	7.105427e-15	3.268497e-13	5.684342e-13	0.000000e0	1.421085e-14	true	1.387779e-17	-5.449752609537524e-3	-5.449752609537464e-3	5.984796e-17	true
31	49	30	true	true	true	1.065814e-14	7.105427e-15	3.552714e-13	5.684342e-13	3.552714e-15	1.421085e-14	true	6.938894e-18	-5.944180178568971e-3	-5.944180178568938e-3	3.295975e-17	true
32	49	31	true	true	true	7.105427e-15	7.105427e-15	3.694822e-13	5.684342e-13	0.000000e0	7.105427e-14	true	0.000000e0	-6.448695157004401e-3	-6.448695157004396e-3	5.204170e-18	true
33	49	32	true	true	true	0.000000e0	7.105427e-15	3.126388e-13	5.684342e-13	0.000000e0	2.842171e-14	true	6.938894e-18	-5.350805522469073e-3	-5.350805522469137e-3	6.331741e-17	true
34	49	33	true	true	true	0.000000e0	7.105427e-15	3.979039e-13	5.684342e-13	3.552714e-15	0.000000e0	true	1.387779e-17	-6.123813773330863e-3	-6.123813773330729e-3	1.335737e-16	true
36	49	35	true	true	true	0.000000e0	7.105427e-15	4.263256e-13	5.684342e-13	3.552714e-15	5.684342e-14	true	2.081668e-17	-6.933164655785110e-3	-6.933164655785212e-3	1.023487e-16	true
37	49	36	true	true	true	3.552714e-15	7.105427e-15	4.547474e-13	5.684342e-13	7.105427e-15	2.842171e-14	true	2.081668e-17	-6.603720212650442e-3	-6.603720212650464e-3	2.168404e-17	true
38	49	37	true	true	true	7.105427e-15	7.105427e-15	3.694822e-13	5.684342e-13	3.552714e-15	0.000000e0	true	3.469447e-17	-7.176982623550745e-3	-7.176982623550761e-3	1.561251e-17	true
39	49	38	true	true	true	1.421085e-14	7.105427e-15	4.547474e-13	5.684342e-13	3.552714e-15	2.842171e-14	true	1.387779e-17	-7.527397339244601e-3	-7.527397339244548e-3	5.290907e-17	true
40	49	39	true	true	true	7.105427e-15	7.105427e-15	5.400125e-13	5.684342e-13	7.105427e-15	0.000000e0	true	2.081668e-17	-7.505584580502151e-3	-7.505584580502165e-3	1.474515e-17	true
41	49	40	true	true	true	1.421085e-14	7.105427e-15	5.400125e-13	5.684342e-13	7.105427e-15	2.842171e-14	true	3.469447e-17	-7.533721623215258e-3	-7.533721623215357e-3	9.887924e-17	true
43	49	42	true	true	true	7.105427e-15	7.105427e-15	4.831691e-13	5.684342e-13	7.105427e-15	8.526513e-14	true	1.387779e-17	-7.895298045234842e-3	-7.895298045234804e-3	3.816392e-17	true
44	49	43	true	true	true	7.105427e-15	7.105427e-15	5.400125e-13	5.684342e-13	0.000000e0	2.842171e-14	true	2.081668e-17	-8.115166404348610e-3	-8.115166404348683e-3	7.285839e-17	true
45	49	44	true	true	true	2.131628e-14	7.105427e-15	5.968559e-13	5.684342e-13	1.421085e-14	8.526513e-14	true	0.000000e0	-8.194303425901368e-3	-8.194303425901370e-3	1.734723e-18	true
46	49	45	true	true	true	2.131628e-14	7.105427e-15	3.979039e-13	5.684342e-13	7.105427e-15	8.526513e-14	true	3.469447e-18	-8.321519570877102e-3	-8.321519570877144e-3	4.163336e-17	true
47	49	46	true	true	true	7.105427e-15	7.105427e-15	5.115908e-13	5.684342e-13	7.105427e-15	5.684342e-14	true	1.387779e-17	-8.434520300156708e-3	-8.434520300156734e-3	2.602085e-17	true
48	49	47	true	true	true	3.552714e-14	7.105427e-15	5.968559e-13	5.684342e-13	7.105427e-15	8.526513e-14	true	6.938894e-18	-8.533996817242939e-3	-8.533996817242980e-3	4.163336e-17	true
3	50	2	true	true	true	4.440892e-16	0.000000e0	2.398082e-14	5.968559e-13	0.000000e0	2.664535e-15	true	4.510281e-17	-5.450231870173221e-4	-5.450231870162831e-4	1.039099e-15	true
7	50	6	true	true	true	8.881784e-16	0.000000e0	7.105427e-14	5.968559e-13	8.881784e-16	1.421085e-14	true	6.938894e-18	-1.835622409538527e-3	-1.835622409538076e-3	4.510281e-16	true
9	50	8	true	true	true	1.776357e-15	0.000000e0	9.237056e-14	5.968559e-13	8.881784e-16	1.065814e-14	true	6.938894e-18	-1.981831611992721e-3	-1.981831611992318e-3	4.033232e-16	true
11	50	10	true	true	true	3.552714e-15	0.000000e0	1.136868e-13	5.968559e-13	8.881784e-16	7.105427e-15	true	2.775558e-17	-2.428748272065031e-3	-2.428748272064787e-3	2.441623e-16	true
13	50	12	true	true	true	1.776357e-15	0.000000e0	1.421085e-13	5.968559e-13	0.000000e0	2.131628e-14	true	0.000000e0	-1.744166241076020e-3	-1.744166241075882e-3	1.383442e-16	true
17	50	16	true	true	true	3.552714e-15	0.000000e0	1.989520e-13	5.968559e-13	0.000000e0	2.131628e-14	true	2.081668e-17	-1.252404196613764e-3	-1.252404196613580e-3	1.845312e-16	true
19	50	18	true	true	true	3.552714e-15	0.000000e0	1.989520e-13	5.968559e-13	3.552714e-15	1.421085e-14	true	2.081668e-17	-3.553828320468116e-3	-3.553828320467903e-3	2.129373e-16	true
21	50	20	true	true	true	7.105427e-15	0.000000e0	2.415845e-13	5.968559e-13	3.552714e-15	2.842171e-14	true	6.938894e-18	-4.298261322082628e-3	-4.298261322082535e-3	9.367507e-17	true
23	50	22	true	true	true	0.000000e0	0.000000e0	2.984279e-13	5.968559e-13	3.552714e-15	0.000000e0	true	1.040834e-17	-4.970733238126296e-3	-4.970733238126224e-3	7.199102e-17	true
27	50	26	true	true	true	0.000000e0	0.000000e0	2.842171e-13	5.968559e-13	0.000000e0	7.105427e-14	true	6.938894e-18	-3.409954371776052e-3	-3.409954371775956e-3	9.584347e-17	true
29	50	28	true	true	true	7.105427e-15	0.000000e0	3.552714e-13	5.968559e-13	3.552714e-15	2.842171e-14	true	6.938894e-18	-4.773613961982516e-3	-4.773613961982421e-3	9.454243e-17	true
31	50	30	true	true	true	1.065814e-14	0.000000e0	3.552714e-13	5.968559e-13	3.552714e-15	4.263256e-14	true	6.938894e-18	-5.586093702800444e-3	-5.586093702800375e-3	6.852158e-17	true
33	50	32	true	true	true	0.000000e0	0.000000e0	3.126388e-13	5.968559e-13	3.552714e-15	2.842171e-14	true	0.000000e0	-6.523287538198897e-3	-6.523287538198900e-3	3.469447e-18	true
37	50	36	true	true	true	3.552714e-15	0.000000e0	4.547474e-13	5.968559e-13	0.000000e0	5.684342e-14	true	1.387779e-17	-6.928547031669436e-3	-6.928547031669515e-3	7.892992e-17	true
39	50	38	true	true	true	1.421085e-14	0.000000e0	4.547474e-13	5.968559e-13	7.105427e-15	5.684342e-14	true	1.387779e-17	-7.010830642463874e-3	-7.010830642463925e-3	5.117434e-17	true
41	50	40	true	true	true	1.421085e-14	0.000000e0	5.400125e-13	5.968559e-13	7.105427e-15	5.684342e-14	true	2.081668e-17	-7.360712400841062e-3	-7.360712400841081e-3	1.908196e-17	true
43	50	42	true	true	true	7.105427e-15	0.000000e0	4.831691e-13	5.968559e-13	0.000000e0	1.421085e-13	true	6.938894e-18	-7.591771439943515e-3	-7.591771439943462e-3	5.377643e-17	true
47	50	46	true	true	true	7.105427e-15	0.000000e0	5.115908e-13	5.968559e-13	7.105427e-15	5.684342e-14	true	6.938894e-18	-8.171154031518923e-3	-8.171154031518909e-3	1.387779e-17	true
49	50	48	true	true	true	7.105427e-15	0.000000e0	5.684342e-13	5.968559e-13	7.105427e-15	2.842171e-14	true	1.040834e-17	-8.365314755431594e-3	-8.365314755431629e-3	3.469447e-17	true
2	51	1	true	true	true	1.110223e-16	7.105427e-15	1.065814e-14	7.105427e-13	2.220446e-16	8.437695e-15	true	0.000000e0	-3.492594410054867e-4	-3.492594410028603e-4	2.626371e-15	true
4	51	3	true	true	true	4.440892e-16	7.105427e-15	3.463896e-14	7.105427e-13	8.881784e-16	1.421085e-14	true	0.000000e0	-6.418241295730624e-4	-6.418241295716963e-4	1.366095e-15	true
5	51	4	true	true	true	4.440892e-16	7.105427e-15	4.618528e-14	7.105427e-13	4.440892e-16	7.105427e-15	true	3.122502e-17	-1.235836098093158e-3	-1.235836098092146e-3	1.011777e-15	true
7	51	6	true	true	true	8.881784e-16	7.105427e-15	7.105427e-14	7.105427e-13	8.881784e-16	1.776357e-14	true	6.938894e-18	-1.618476998289709e-3	-1.618476998288931e-3	7.775898e-16	true
8	51	7	true	true	true	8.881784e-16	7.105427e-15	8.881784e-14	7.105427e-13	1.776357e-15	1.776357e-14	true	0.000000e0	-1.767713960835601e-3	-1.767713960835030e-3	5.711577e-16	true
10	51	9	true	true	true	8.881784e-16	7.105427e-15	1.030287e-13	7.105427e-13	3.552714e-15	7.105427e-15	true	1.387779e-17	-2.499313891268899e-3	-2.499313891268434e-3	4.657733e-16	true
11	51	10	true	true	true	3.552714e-15	7.105427e-15	1.136868e-13	7.105427e-13	8.881784e-16	1.065814e-14	true	2.428613e-17	-2.046557512872565e-3	-2.046557512872053e-3	5.121771e-16	true
13	51	12	true	true	true	1.776357e-15	7.105427e-15	1.421085e-13	7.105427e-13	3.552714e-15	2.131628e-14	true	0.000000e0	-1.101758551520034e-3	-1.101758551519762e-3	2.723516e-16	true
14	51	13	true	true	true	1.776357e-15	7.105427e-15	1.563194e-13	7.105427e-13	1.776357e-15	3.552714e-14	true	0.000000e0	-2.524393448039313e-3	-2.524393448039005e-3	3.083471e-16	true
16	51	15	true	true	true	0.000000e0	7.105427e-15	1.705303e-13	7.105427e-13	3.552714e-15	4.263256e-14	true	3.469447e-18	-3.546674557959894e-3	-3.546674557959656e-3	2.385245e-16	true
19	51	18	true	true	true	3.552714e-15	7.105427e-15	1.989520e-13	7.105427e-13	3.552714e-15	3.552714e-14	true	1.387779e-17	-3.422153288996798e-3	-3.422153288996467e-3	3.308985e-16	true
20	51	19	true	true	true	1.776357e-15	7.105427e-15	2.415845e-13	7.105427e-13	3.552714e-15	2.842171e-14	true	0.000000e0	-3.968469025117910e-3	-3.968469025117722e-3	1.882175e-16	true
22	51	21	true	true	true	3.552714e-15	7.105427e-15	2.131628e-13	7.105427e-13	7.105427e-15	5.684342e-14	true	1.387779e-17	-4.215795874960264e-3	-4.215795874960072e-3	1.916869e-16	true
23	51	22	true	true	true	0.000000e0	7.105427e-15	2.984279e-13	7.105427e-13	0.000000e0	2.842171e-14	true	0.000000e0	-4.707486681837604e-3	-4.707486681837419e-3	1.847481e-16	true
25	51	24	true	true	true	3.552714e-15	7.105427e-15	2.415845e-13	7.105427e-13	0.000000e0	2.842171e-14	true	3.469447e-18	-5.307392938603913e-3	-5.307392938603707e-3	2.055647e-16	true
26	51	25	true	true	true	3.552714e-15	7.105427e-15	3.126388e-13	7.105427e-13	0.000000e0	5.684342e-14	true	0.000000e0	-1.365845773700420e-3	-1.365845773700352e-3	6.743738e-17	true
28	51	27	true	true	true	7.105427e-15	7.105427e-15	3.268497e-13	7.105427e-13	3.552714e-15	8.526513e-14	true	0.000000e0	-3.743893534971263e-3	-3.743893534971185e-3	7.762888e-17	true
29	51	28	true	true	true	7.105427e-15	7.105427e-15	3.552714e-13	7.105427e-13	0.000000e0	7.105427e-14	true	3.469447e-17	-4.503728457546317e-3	-4.503728457546242e-3	7.459311e-17	true
31	51	30	true	true	true	1.065814e-14	7.105427e-15	3.552714e-13	7.105427e-13	3.552714e-15	4.263256e-14	true	1.387779e-17	-5.075368245101534e-3	-5.075368245101495e-3	3.903128e-17	true
32	51	31	true	true	true	7.105427e-15	7.105427e-15	3.694822e-13	7.105427e-13	0.000000e0	5.684342e-14	true	6.938894e-18	-5.525418038616629e-3	-5.525418038616611e-3	1.821460e-17	true
35	51	34	true	true	true	7.105427e-15	7.105427e-15	3.979039e-13	7.105427e-13	3.552714e-15	8.526513e-14	true	1.387779e-17	-5.685604321660417e-3	-5.685604321660364e-3	5.290907e-17	true
37	51	36	true	true	true	3.552714e-15	7.105427e-15	4.547474e-13	7.105427e-13	3.552714e-15	8.526513e-14	true	6.938894e-18	-6.513743341537813e-3	-6.513743341537868e-3	5.551115e-17	true
38	51	37	true	true	true	7.105427e-15	7.105427e-15	3.694822e-13	7.105427e-13	0.000000e0	5.684342e-14	true	1.387779e-17	-6.933884139123594e-3	-6.933884139123493e-3	1.014813e-16	true
40	51	39	true	true	true	7.105427e-15	7.105427e-15	5.400125e-13	7.105427e-13	0.000000e0	5.684342e-14	true	0.000000e0	-6.994129649307747e-3	-6.994129649307681e-3	6.678685e-17	true
41	51	40	true	true	true	1.421085e-14	7.105427e-15	5.400125e-13	7.105427e-13	0.000000e0	5.684342e-14	true	0.000000e0	-6.908887942789090e-3	-6.908887942789113e-3	2.341877e-17	true
43	51	42	true	true	true	7.105427e-15	7.105427e-15	4.831691e-13	7.105427e-13	0.000000e0	2.842171e-14	true	6.938894e-18	-7.379141232848647e-3	-7.379141232848665e-3	1.821460e-17	true
