band_j	band_k	range_j	range_k	Q_band
8	3	[256,512)	[8,16)	-1.150045808158836e-2
8	4	[256,512)	[16,32)	1.144903785950805e-1
8	5	[256,512)	[32,64)	-6.063638070759207e-3
8	6	[256,512)	[64,128)	7.240980717265076e-5
8	7	[256,512)	[128,256)	-7.216094063591593e-5
8	8	[256,512)	[256,512)	-1.257154051924372e-2
8	9	[256,512)	[512,1024)	1.910437677811794e-3
8	10	[256,512)	[1024,2048)	3.003452697635823e-3
8	11	[256,512)	[2048,4096)	-2.603146761697708e-2
8	12	[256,512)	[4096,8192)	1.334012130109809e-2
8	13	[256,512)	[8192,16384)	-2.316624860917760e-3
8	14	[256,512)	[16384,32768)	-4.621934919057786e-3
8	15	[256,512)	[32768,65536)	2.003566816248185e-2
9	1	[512,1024)	[2,4)	-8.684140313175657e-3
9	2	[512,1024)	[4,8)	-3.804561962187517e-3
9	3	[512,1024)	[8,16)	3.768913969699472e-3
9	4	[512,1024)	[16,32)	-3.753958564433570e-2
9	5	[512,1024)	[32,64)	1.271084047269938e-1
9	6	[512,1024)	[64,128)	-1.090370471621813e-5
9	7	[512,1024)	[128,256)	1.044421082790624e-5
9	8	[512,1024)	[256,512)	1.910437677811792e-3
9	9	[512,1024)	[512,1024)	-7.640215868671261e-3
9	10	[512,1024)	[1024,2048)	-3.095884618821655e-3
9	11	[512,1024)	[2048,4096)	2.179128751152476e-2
9	12	[512,1024)	[4096,8192)	-2.540864810514560e-2
9	13	[512,1024)	[8192,16384)	-8.439283752282001e-3
9	14	[512,1024)	[16384,32768)	-2.482076513137743e-2
9	15	[512,1024)	[32768,65536)	-3.051991085734488e-3
10	1	[1024,2048)	[2,4)	-1.322294602879252e-2
10	2	[1024,2048)	[4,8)	-5.782306514378714e-3
10	3	[1024,2048)	[8,16)	4.897969730412265e-3
10	4	[1024,2048)	[16,32)	-1.429673091311632e-2
10	5	[1024,2048)	[32,64)	-2.024366152431079e-1
10	6	[1024,2048)	[64,128)	3.579274872040584e-2
10	7	[1024,2048)	[128,256)	1.688825800213915e-4
10	8	[1024,2048)	[256,512)	3.003452697635823e-3
10	9	[1024,2048)	[512,1024)	-3.095884618821652e-3
10	10	[1024,2048)	[1024,2048)	-6.428702999890788e-3
10	11	[1024,2048)	[2048,4096)	9.329087473406394e-3
10	12	[1024,2048)	[4096,8192)	-5.091430085883897e-3
10	13	[1024,2048)	[8192,16384)	6.340340303579972e-3
10	14	[1024,2048)	[16384,32768)	-4.731648715330417e-3
10	15	[1024,2048)	[32768,65536)	6.546931270186975e-4
11	1	[2048,4096)	[2,4)	1.757006121384905e-2
11	2	[2048,4096)	[4,8)	7.687390541591807e-3
11	3	[2048,4096)	[8,16)	-6.473636506039737e-3
11	4	[2048,4096)	[16,32)	1.839481321304564e-2
11	5	[2048,4096)	[32,64)	-2.355087127956784e-2
11	6	[2048,4096)	[64,128)	-2.485641988679289e-1
11	7	[2048,4096)	[128,256)	-3.267696583604125e-4
11	8	[2048,4096)	[256,512)	-2.603146761697709e-2
11	9	[2048,4096)	[512,1024)	2.179128751152476e-2
11	10	[2048,4096)	[1024,2048)	9.329087473406392e-3
11	11	[2048,4096)	[2048,4096)	1.701478197450916e-2
11	12	[2048,4096)	[4096,8192)	-1.895072390167036e-2
11	13	[2048,4096)	[8192,16384)	2.159536738975094e-2
11	14	[2048,4096)	[16384,32768)	-6.240421495627748e-3
11	15	[2048,4096)	[32768,65536)	1.745620224749853e-3
12	1	[4096,8192)	[2,4)	-1.232396436203498e-2
12	2	[4096,8192)	[4,8)	-5.401098759481803e-3
12	3	[4096,8192)	[8,16)	4.524703004921054e-3
12	4	[4096,8192)	[16,32)	-1.240560402864032e-2
12	5	[4096,8192)	[32,64)	1.242975187298227e-2
12	6	[4096,8192)	[64,128)	6.993856893960440e-2
12	7	[4096,8192)	[128,256)	2.018617065447203e-2
12	8	[4096,8192)	[256,512)	1.334012130109809e-2
12	9	[4096,8192)	[512,1024)	-2.540864810514560e-2
12	10	[4096,8192)	[1024,2048)	-5.091430085883899e-3
12	11	[4096,8192)	[2048,4096)	-1.895072390167035e-2
12	12	[4096,8192)	[4096,8192)	-3.212630686378351e-3
12	13	[4096,8192)	[8192,16384)	-9.523650512049590e-3
12	14	[4096,8192)	[16384,32768)	5.280991648243616e-3
12	15	[4096,8192)	[32768,65536)	-1.545332030361571e-3
13	1	[8192,16384)	[2,4)	6.301254345291398e-3
13	2	[8192,16384)	[4,8)	2.767554888345341e-3
13	3	[8192,16384)	[8,16)	-2.317057573935436e-3
13	4	[8192,16384)	[16,32)	6.250466613709433e-3
13	5	[8192,16384)	[32,64)	-5.892168851399859e-3
13	6	[8192,16384)	[64,128)	6.859030958304810e-4
13	7	[8192,16384)	[128,256)	-1.201623653925344e-2
13	8	[8192,16384)	[256,512)	-2.316624860917761e-3
13	9	[8192,16384)	[512,1024)	-8.439283752281999e-3
13	10	[8192,16384)	[1024,2048)	6.340340303579974e-3
13	11	[8192,16384)	[2048,4096)	2.159536738975094e-2
13	12	[8192,16384)	[4096,8192)	-9.523650512049592e-3
13	13	[8192,16384)	[8192,16384)	5.272172775312814e-3
13	14	[8192,16384)	[16384,32768)	4.189627731389904e-3
13	15	[8192,16384)	[32768,65536)	4.853010714849825e-3
14	1	[16384,32768)	[2,4)	-2.433916627273632e-3
14	2	[16384,32768)	[4,8)	-1.071076860976480e-3
14	3	[16384,32768)	[8,16)	8.982138457940768e-4
14	4	[16384,32768)	[16,32)	-2.408646494179423e-3
14	5	[16384,32768)	[32,64)	2.222542530698155e-3
14	6	[16384,32768)	[64,128)	-6.275325141488373e-4
14	7	[16384,32768)	[128,256)	-4.758615639954565e-2
14	8	[16384,32768)	[256,512)	-4.621934919057787e-3
14	9	[16384,32768)	[512,1024)	-2.482076513137743e-2
14	10	[16384,32768)	[1024,2048)	-4.731648715330419e-3
14	11	[16384,32768)	[2048,4096)	-6.240421495627750e-3
14	12	[16384,32768)	[4096,8192)	5.280991648243617e-3
14	13	[16384,32768)	[8192,16384)	4.189627731389906e-3
14	14	[16384,32768)	[16384,32768)	-4.534609368814504e-4
14	15	[16384,32768)	[32768,65536)	-3.288739467347248e-4
15	1	[32768,65536)	[2,4)	4.361136784076456e-4
15	2	[32768,65536)	[4,8)	1.921816308151951e-4
15	3	[32768,65536)	[8,16)	-1.614405201193582e-4
15	4	[32768,65536)	[16,32)	4.320758765547624e-4
15	5	[32768,65536)	[32,64)	-3.954472334856391e-4
15	6	[32768,65536)	[64,128)	1.178402267297103e-4
15	7	[32768,65536)	[128,256)	-2.117860224556697e-4
15	8	[32768,65536)	[256,512)	2.003566816248185e-2
15	9	[32768,65536)	[512,1024)	-3.051991085734488e-3
15	10	[32768,65536)	[1024,2048)	6.546931270186967e-4
15	11	[32768,65536)	[2048,4096)	1.745620224749853e-3
15	12	[32768,65536)	[4096,8192)	-1.545332030361570e-3
15	13	[32768,65536)	[8192,16384)	4.853010714849824e-3
15	14	[32768,65536)	[16384,32768)	-3.288739467347250e-4
15	15	[32768,65536)	[32768,65536)	-4.546586301161619e-5
