band_j	band_k	range_j	range_k	Q_band
4	10	[16,32)	[1024,2048)	-9.033855999562589e-3
4	11	[16,32)	[2048,4096)	1.132109930165067e-2
4	12	[16,32)	[4096,8192)	-6.886971056644311e-3
4	13	[16,32)	[8192,16384)	2.394005652269521e-3
4	14	[16,32)	[16384,32768)	-3.441529866398356e-4
5	1	[32,64)	[2,4)	-1.886745387949722e-1
5	2	[32,64)	[4,8)	-7.800941447769080e-2
5	3	[32,64)	[8,16)	5.242866225124405e-2
5	4	[32,64)	[16,32)	-1.385082788903479e-1
5	5	[32,64)	[32,64)	1.215765108177339e-1
5	6	[32,64)	[64,128)	-3.011220474003323e-2
5	7	[32,64)	[128,256)	6.965017540861841e-3
5	8	[32,64)	[256,512)	-1.578210307630454e-2
5	9	[32,64)	[512,1024)	5.469293208474301e-3
5	10	[32,64)	[1024,2048)	7.896494928317127e-3
5	11	[32,64)	[2048,4096)	-9.958930013329105e-3
5	12	[32,64)	[4096,8192)	6.077350787567569e-3
5	13	[32,64)	[8192,16384)	-2.121960912212942e-3
5	14	[32,64)	[16384,32768)	3.062694359919026e-4
6	1	[64,128)	[2,4)	4.102852202774908e-2
6	2	[64,128)	[4,8)	1.660178182089128e-2
6	3	[64,128)	[8,16)	-1.281392868655603e-2
6	4	[64,128)	[16,32)	2.703219523534426e-2
6	5	[64,128)	[32,64)	-3.011220474003325e-2
6	6	[64,128)	[64,128)	2.324300385848705e-2
6	7	[64,128)	[128,256)	-8.036183388180535e-3
6	8	[64,128)	[256,512)	3.210916829093274e-3
6	9	[64,128)	[512,1024)	-1.873900046512079e-3
6	10	[64,128)	[1024,2048)	-2.452155600688516e-3
6	11	[64,128)	[2048,4096)	2.920777513788669e-3
6	12	[64,128)	[4096,8192)	-1.803770454397356e-3
6	13	[64,128)	[8192,16384)	6.312227168714787e-4
6	14	[64,128)	[16384,32768)	-9.150196621281355e-5
7	1	[128,256)	[2,4)	-1.265188079873064e-2
7	2	[128,256)	[4,8)	-5.406328358124663e-3
7	3	[128,256)	[8,16)	3.760535784126239e-3
7	4	[128,256)	[16,32)	-1.028732482607825e-2
7	5	[128,256)	[32,64)	6.965017540861819e-3
7	6	[128,256)	[64,128)	-8.036183388180535e-3
7	7	[128,256)	[128,256)	1.341317740770413e-2
7	8	[128,256)	[256,512)	-4.764684273493120e-3
7	9	[128,256)	[512,1024)	-7.791443164694480e-4
7	10	[128,256)	[1024,2048)	1.027713808999585e-3
7	11	[128,256)	[2048,4096)	-1.819570879214371e-3
7	12	[128,256)	[4096,8192)	1.140495376063294e-3
7	13	[128,256)	[8192,16384)	-4.191908872717772e-4
7	14	[128,256)	[16384,32768)	6.119810218142709e-5
8	1	[256,512)	[2,4)	2.178391818128734e-2
8	2	[256,512)	[4,8)	9.205666764558704e-3
8	3	[256,512)	[8,16)	-7.243549068078529e-3
8	4	[256,512)	[16,32)	1.800219736777020e-2
8	5	[256,512)	[32,64)	-1.578210307630455e-2
8	6	[256,512)	[64,128)	3.210916829093273e-3
8	7	[256,512)	[128,256)	-4.764684273493127e-3
8	8	[256,512)	[256,512)	1.142913619124183e-2
8	9	[256,512)	[512,1024)	-3.757275617237683e-3
8	10	[256,512)	[1024,2048)	-3.400194203193079e-3
8	11	[256,512)	[2048,4096)	4.037465678038818e-3
8	12	[256,512)	[4096,8192)	-2.813853363071532e-3
8	13	[256,512)	[8192,16384)	1.006358670611009e-3
8	14	[256,512)	[16384,32768)	-1.497457164948253e-4
9	1	[512,1024)	[2,4)	-7.742681081162210e-3
9	2	[512,1024)	[4,8)	-3.289036464104996e-3
9	3	[512,1024)	[8,16)	2.538540638888914e-3
9	4	[512,1024)	[16,32)	-6.459616819901975e-3
9	5	[512,1024)	[32,64)	5.469293208474306e-3
9	6	[512,1024)	[64,128)	-1.873900046512087e-3
9	7	[512,1024)	[128,256)	-7.791443164694444e-4
9	8	[512,1024)	[256,512)	-3.757275617237686e-3
9	9	[512,1024)	[512,1024)	6.442639016280122e-3
9	10	[512,1024)	[1024,2048)	-2.560335389052377e-4
9	11	[512,1024)	[2048,4096)	-1.731169469646305e-3
9	12	[512,1024)	[4096,8192)	7.337766420311854e-4
9	13	[512,1024)	[8192,16384)	-2.703076949816893e-4
9	14	[512,1024)	[16384,32768)	3.775649167528428e-5
10	1	[1024,2048)	[2,4)	-1.010929730866315e-2
10	2	[1024,2048)	[4,8)	-4.353620603608185e-3
10	3	[1024,2048)	[8,16)	3.500196082746086e-3
10	4	[1024,2048)	[16,32)	-9.033855999562589e-3
10	5	[1024,2048)	[32,64)	7.896494928317132e-3
10	6	[1024,2048)	[64,128)	-2.452155600688524e-3
10	7	[1024,2048)	[128,256)	1.027713808999586e-3
10	8	[1024,2048)	[256,512)	-3.400194203193075e-3
10	9	[1024,2048)	[512,1024)	-2.560335389052383e-4
10	10	[1024,2048)	[1024,2048)	7.152602448710787e-3
10	11	[1024,2048)	[2048,4096)	-6.892183742285217e-3
10	12	[1024,2048)	[4096,8192)	3.809167741863451e-3
10	13	[1024,2048)	[8192,16384)	-1.471419099558825e-3
10	14	[1024,2048)	[16384,32768)	2.280363860079159e-4
11	1	[2048,4096)	[2,4)	1.254768100212546e-2
11	2	[2048,4096)	[4,8)	5.413262733065111e-3
11	3	[2048,4096)	[8,16)	-4.379218084541328e-3
11	4	[2048,4096)	[16,32)	1.132109930165067e-2
11	5	[2048,4096)	[32,64)	-9.958930013329105e-3
11	6	[2048,4096)	[64,128)	2.920777513788671e-3
11	7	[2048,4096)	[128,256)	-1.819570879214371e-3
11	8	[2048,4096)	[256,512)	4.037465678038815e-3
11	9	[2048,4096)	[512,1024)	-1.731169469646303e-3
11	10	[2048,4096)	[1024,2048)	-6.892183742285217e-3
11	11	[2048,4096)	[2048,4096)	1.109482374564554e-2
11	12	[2048,4096)	[4096,8192)	-6.585336513421255e-3
11	13	[2048,4096)	[8192,16384)	2.212123205475775e-3
11	14	[2048,4096)	[16384,32768)	-3.764863056663109e-4
12	1	[4096,8192)	[2,4)	-7.517005177030413e-3
12	2	[4096,8192)	[4,8)	-3.253312091285766e-3
12	3	[4096,8192)	[8,16)	2.648556122600703e-3
12	4	[4096,8192)	[16,32)	-6.886971056644310e-3
12	5	[4096,8192)	[32,64)	6.077350787567568e-3
12	6	[4096,8192)	[64,128)	-1.803770454397355e-3
12	7	[4096,8192)	[128,256)	1.140495376063295e-3
12	8	[4096,8192)	[256,512)	-2.813853363071533e-3
12	9	[4096,8192)	[512,1024)	7.337766420311849e-4
12	10	[4096,8192)	[1024,2048)	3.809167741863450e-3
12	11	[4096,8192)	[2048,4096)	-6.585336513421254e-3
12	12	[4096,8192)	[4096,8192)	5.480369727774835e-3
12	13	[4096,8192)	[8192,16384)	-2.076976297586687e-3
12	14	[4096,8192)	[16384,32768)	3.228845368181375e-4
13	1	[8192,16384)	[2,4)	2.579134400770127e-3
13	2	[8192,16384)	[4,8)	1.119274422267815e-3
13	3	[8192,16384)	[8,16)	-9.165508339870087e-4
13	4	[8192,16384)	[16,32)	2.394005652269521e-3
13	5	[8192,16384)	[32,64)	-2.121960912212942e-3
13	6	[8192,16384)	[64,128)	6.312227168714785e-4
13	7	[8192,16384)	[128,256)	-4.191908872717772e-4
13	8	[8192,16384)	[256,512)	1.006358670611009e-3
13	9	[8192,16384)	[512,1024)	-2.703076949816897e-4
13	10	[8192,16384)	[1024,2048)	-1.471419099558826e-3
13	11	[8192,16384)	[2048,4096)	2.212123205475774e-3
13	12	[8192,16384)	[4096,8192)	-2.076976297586686e-3
13	13	[8192,16384)	[8192,16384)	1.118845626024091e-3
13	14	[8192,16384)	[16384,32768)	-1.606801642786057e-4
14	1	[16384,32768)	[2,4)	-3.662555597384796e-4
14	2	[16384,32768)	[4,8)	-1.593566732504626e-4
14	3	[16384,32768)	[8,16)	1.311939212248931e-4
14	4	[16384,32768)	[16,32)	-3.441529866398356e-4
14	5	[16384,32768)	[32,64)	3.062694359919026e-4
14	6	[16384,32768)	[64,128)	-9.150196621281361e-5
14	7	[16384,32768)	[128,256)	6.119810218142705e-5
14	8	[16384,32768)	[256,512)	-1.497457164948253e-4
14	9	[16384,32768)	[512,1024)	3.775649167528421e-5
14	10	[16384,32768)	[1024,2048)	2.280363860079159e-4
14	11	[16384,32768)	[2048,4096)	-3.764863056663107e-4
14	12	[16384,32768)	[4096,8192)	3.228845368181376e-4
14	13	[16384,32768)	[8192,16384)	-1.606801642786057e-4
14	14	[16384,32768)	[16384,32768)	3.246486414348441e-5
