band_j	band_k	range_j	range_k	Q_band
3	14	[8,16)	[16384,32768)	1.233862492160296e-4
4	1	[16,32)	[2,4)	2.846077637568069e-1
4	2	[16,32)	[4,8)	1.636524679120799e-1
4	3	[16,32)	[8,16)	-3.468572707837045e-4
4	4	[16,32)	[16,32)	9.259402522448450e-4
4	5	[16,32)	[32,64)	-8.566959620425707e-4
4	6	[16,32)	[64,128)	-4.178792800175334e-2
4	7	[16,32)	[128,256)	1.377363987838337e-1
4	8	[16,32)	[256,512)	9.671673569473113e-2
4	9	[16,32)	[512,1024)	-3.134178236295608e-2
4	10	[16,32)	[1024,2048)	-1.051288982408969e-2
4	11	[16,32)	[2048,4096)	1.266077120082851e-2
4	12	[16,32)	[4096,8192)	-7.274714346224397e-3
4	13	[16,32)	[8192,16384)	2.441247263764493e-3
4	14	[16,32)	[16384,32768)	-3.275324524059878e-4
5	1	[32,64)	[2,4)	-1.901795416646005e-1
5	2	[32,64)	[4,8)	-9.961235843314852e-2
5	3	[32,64)	[8,16)	4.733200350269080e-3
5	4	[32,64)	[16,32)	-8.566959620425708e-4
5	5	[32,64)	[32,64)	7.807366924542879e-4
5	6	[32,64)	[64,128)	-2.443108772602446e-4
5	7	[32,64)	[128,256)	1.908353192084531e-4
5	8	[32,64)	[256,512)	-5.310115327813399e-3
5	9	[32,64)	[512,1024)	1.035737551468214e-1
5	10	[32,64)	[1024,2048)	-1.507328120689553e-1
5	11	[32,64)	[2048,4096)	-1.618075979244910e-2
5	12	[32,64)	[4096,8192)	7.247483772147622e-3
5	13	[32,64)	[8192,16384)	-2.288862109721982e-3
5	14	[32,64)	[16384,32768)	2.995710467449800e-4
6	1	[64,128)	[2,4)	4.133238691188158e-2
6	2	[64,128)	[4,8)	1.999340194451703e-2
6	3	[64,128)	[8,16)	1.100798008793436e-1
6	4	[64,128)	[16,32)	-4.178792800175335e-2
6	5	[64,128)	[32,64)	-2.443108772602446e-4
6	6	[64,128)	[64,128)	1.425072285759140e-4
6	7	[64,128)	[128,256)	-5.505839440086407e-5
6	8	[64,128)	[256,512)	1.439893338551751e-4
6	9	[64,128)	[512,1024)	-2.777319867597273e-5
6	10	[64,128)	[1024,2048)	2.528863185732609e-2
6	11	[64,128)	[2048,4096)	-1.666515544316885e-1
6	12	[64,128)	[4096,8192)	4.104675670133857e-2
6	13	[64,128)	[8192,16384)	2.028803459734121e-4
6	14	[64,128)	[16384,32768)	-8.389844690525457e-5
7	1	[128,256)	[2,4)	-1.263320981241810e-2
7	2	[128,256)	[4,8)	-5.645843080750517e-3
7	3	[128,256)	[8,16)	7.280288562475482e-3
7	4	[128,256)	[16,32)	1.377363987838337e-1
7	5	[128,256)	[32,64)	1.908353192084530e-4
7	6	[128,256)	[64,128)	-5.505839440086428e-5
7	7	[128,256)	[128,256)	1.460355123304359e-2
7	8	[128,256)	[256,512)	-1.656735648417187e-3
7	9	[128,256)	[512,1024)	5.320267402907752e-3
7	10	[128,256)	[1024,2048)	5.330729411130601e-3
7	11	[128,256)	[2048,4096)	-3.197779490237614e-2
7	12	[128,256)	[4096,8192)	1.915111091917918e-2
7	13	[128,256)	[8192,16384)	2.917561601406899e-3
7	14	[128,256)	[16384,32768)	1.188218631672024e-4
8	1	[256,512)	[2,4)	2.178787764848275e-2
8	2	[256,512)	[4,8)	9.506209480931229e-3
8	3	[256,512)	[8,16)	-9.847026104655297e-3
8	4	[256,512)	[16,32)	9.671673569473113e-2
8	5	[256,512)	[32,64)	-5.310115327813400e-3
8	6	[256,512)	[64,128)	1.439893338551752e-4
8	7	[256,512)	[128,256)	-1.656735648417188e-3
8	8	[256,512)	[256,512)	2.226846800888010e-3
8	9	[256,512)	[512,1024)	-1.369057796913753e-2
8	10	[256,512)	[1024,2048)	-1.211697879120397e-2
8	11	[256,512)	[2048,4096)	9.245916299676202e-3
8	12	[256,512)	[4096,8192)	-2.641358825051099e-2
8	13	[256,512)	[8192,16384)	2.132765628860799e-2
8	14	[256,512)	[16384,32768)	1.527057257158640e-3
9	1	[512,1024)	[2,4)	-7.743377490780194e-3
9	2	[512,1024)	[4,8)	-3.356073360743308e-3
9	3	[512,1024)	[8,16)	3.261602951341454e-3
9	4	[512,1024)	[16,32)	-3.134178236295607e-2
9	5	[512,1024)	[32,64)	1.035737551468214e-1
9	6	[512,1024)	[64,128)	-2.777319867597267e-5
9	7	[512,1024)	[128,256)	5.320267402907751e-3
9	8	[512,1024)	[256,512)	-1.369057796913753e-2
9	9	[512,1024)	[512,1024)	1.282151902735808e-2
9	10	[512,1024)	[1024,2048)	-3.566283041924023e-3
9	11	[512,1024)	[2048,4096)	-5.273276655743753e-4
9	12	[512,1024)	[4096,8192)	9.864359230817604e-3
9	13	[512,1024)	[8192,16384)	1.751700797621166e-2
9	14	[512,1024)	[16384,32768)	5.986177182123268e-4
10	1	[1024,2048)	[2,4)	-1.008391870287727e-2
10	2	[1024,2048)	[4,8)	-4.362593142659413e-3
10	3	[1024,2048)	[8,16)	3.643145587586951e-3
10	4	[1024,2048)	[16,32)	-1.051288982408969e-2
10	5	[1024,2048)	[32,64)	-1.507328120689553e-1
10	6	[1024,2048)	[64,128)	2.528863185732609e-2
10	7	[1024,2048)	[128,256)	5.330729411130604e-3
10	8	[1024,2048)	[256,512)	-1.211697879120397e-2
10	9	[1024,2048)	[512,1024)	-3.566283041924023e-3
10	10	[1024,2048)	[1024,2048)	-8.115125761087598e-4
10	11	[1024,2048)	[2048,4096)	-5.863544800378821e-3
10	12	[1024,2048)	[4096,8192)	1.140136296287694e-2
10	13	[1024,2048)	[8192,16384)	-1.153655662275133e-2
10	14	[1024,2048)	[16384,32768)	-1.253552029233866e-3
11	1	[2048,4096)	[2,4)	1.250635111053089e-2
11	2	[2048,4096)	[4,8)	5.413199484819916e-3
11	3	[2048,4096)	[8,16)	-4.495631799666356e-3
11	4	[2048,4096)	[16,32)	1.266077120082851e-2
11	5	[2048,4096)	[32,64)	-1.618075979244910e-2
11	6	[2048,4096)	[64,128)	-1.666515544316885e-1
11	7	[2048,4096)	[128,256)	-3.197779490237614e-2
11	8	[2048,4096)	[256,512)	9.245916299676204e-3
11	9	[2048,4096)	[512,1024)	-5.273276655743747e-4
11	10	[2048,4096)	[1024,2048)	-5.863544800378822e-3
11	11	[2048,4096)	[2048,4096)	1.975230293512706e-2
11	12	[2048,4096)	[4096,8192)	-1.020834147127893e-2
11	13	[2048,4096)	[8192,16384)	8.190928570699949e-3
11	14	[2048,4096)	[16384,32768)	6.009891342414130e-4
12	1	[4096,8192)	[2,4)	-7.476310313488471e-3
12	2	[4096,8192)	[4,8)	-3.241170468389327e-3
12	3	[4096,8192)	[8,16)	2.677437673390919e-3
12	4	[4096,8192)	[16,32)	-7.274714346224397e-3
12	5	[4096,8192)	[32,64)	7.247483772147620e-3
12	6	[4096,8192)	[64,128)	4.104675670133856e-2
12	7	[4096,8192)	[128,256)	1.915111091917918e-2
12	8	[4096,8192)	[256,512)	-2.641358825051098e-2
12	9	[4096,8192)	[512,1024)	9.864359230817603e-3
12	10	[4096,8192)	[1024,2048)	1.140136296287694e-2
12	11	[4096,8192)	[2048,4096)	-1.020834147127894e-2
12	12	[4096,8192)	[4096,8192)	1.502653387508647e-2
12	13	[4096,8192)	[8192,16384)	-3.862725280252477e-3
12	14	[4096,8192)	[16384,32768)	1.700211495331272e-4
13	1	[8192,16384)	[2,4)	2.547223404007913e-3
13	2	[8192,16384)	[4,8)	1.106424543716295e-3
13	3	[8192,16384)	[8,16)	-9.131121979107543e-4
13	4	[8192,16384)	[16,32)	2.441247263764494e-3
13	5	[8192,16384)	[32,64)	-2.288862109721982e-3
13	6	[8192,16384)	[64,128)	2.028803459734120e-4
13	7	[8192,16384)	[128,256)	2.917561601406902e-3
13	8	[8192,16384)	[256,512)	2.132765628860799e-2
13	9	[8192,16384)	[512,1024)	1.751700797621166e-2
13	10	[8192,16384)	[1024,2048)	-1.153655662275133e-2
13	11	[8192,16384)	[2048,4096)	8.190928570699949e-3
13	12	[8192,16384)	[4096,8192)	-3.862725280252476e-3
13	13	[8192,16384)	[8192,16384)	-1.923705868421321e-3
13	14	[8192,16384)	[16384,32768)	-3.665647498943783e-4
14	1	[16384,32768)	[2,4)	-3.429178950633378e-4
14	2	[16384,32768)	[4,8)	-1.492660045069775e-4
14	3	[16384,32768)	[8,16)	1.233862492160295e-4
14	4	[16384,32768)	[16,32)	-3.275324524059878e-4
14	5	[16384,32768)	[32,64)	2.995710467449800e-4
14	6	[16384,32768)	[64,128)	-8.389844690525459e-5
14	7	[16384,32768)	[128,256)	1.188218631672021e-4
14	8	[16384,32768)	[256,512)	1.527057257158640e-3
14	9	[16384,32768)	[512,1024)	5.986177182123267e-4
14	10	[16384,32768)	[1024,2048)	-1.253552029233866e-3
14	11	[16384,32768)	[2048,4096)	6.009891342414131e-4
14	12	[16384,32768)	[4096,8192)	1.700211495331272e-4
14	13	[16384,32768)	[8192,16384)	-3.665647498943783e-4
14	14	[16384,32768)	[16384,32768)	8.932743983178703e-5
